Breach Submission Date,Attack Type
2021-01-09,Unauthorized Access/Disclosure
2021-01-08,Ransomware
2021-01-08,Hacking/IT Incident
2021-01-08,Phishing
2021-01-08,Unauthorized Access/Disclosure
2021-01-08,Unauthorized Access/Disclosure
2021-01-07,Phishing
2021-01-06,Ransomware
2021-01-04,Unauthorized Access/Disclosure
2020-12-31,Hacking/IT Incident
2020-12-31,Hacking/IT Incident
2020-12-31,Ransomware
2020-12-31,Phishing
2020-12-31,Phishing
2020-12-31,Hacking/IT Incident
2020-12-31,Phishing
2020-12-31,Ransomware
2020-12-30,Unauthorized Access/Disclosure
2020-12-30,Unauthorized Access/Disclosure
2020-12-30,Unauthorized Access/Disclosure
2020-12-29,Unauthorized Access/Disclosure
2020-12-29,Unauthorized Access/Disclosure
2020-12-29,Unauthorized Access/Disclosure
2020-12-29,Unauthorized Access/Disclosure
2020-12-28,Ransomware
2020-12-28,Ransomware
2020-12-28,Unauthorized Access/Disclosure
2020-12-28,Ransomware
2020-12-28,Unauthorized Access/Disclosure
2020-12-24,Hacking/IT Incident
2020-12-23,Ransomware
2020-12-23,Ransomware
2020-12-23,Ransomware
2020-12-22,Hacking/IT Incident
2020-12-22,Unauthorized Access/Disclosure
2020-12-22,Phishing
2020-12-21,Phishing
2020-12-21,Hacking/IT Incident
2020-12-18,Phishing
2020-12-18,Ransomware
2020-12-18,Unauthorized Access/Disclosure
2020-12-17,Ransomware
2020-12-17,Hacking/IT Incident
2020-12-17,Phishing
2020-12-16,Hacking/IT Incident
2020-12-15,Phishing
2020-12-14,Phishing
2020-12-14,Ransomware
2020-12-11,Ransomware
2020-12-11,Hacking/IT Incident
2020-12-11,Phishing
2020-12-11,Phishing
2020-12-11,Unauthorized Access/Disclosure
2020-12-10,Theft
2020-12-10,Theft
2020-12-10,Theft
2020-12-10,Theft
2020-12-09,Loss
2020-12-09,Hacking/IT Incident
2020-12-09,Ransomware
2020-12-09,Ransomware
2020-12-09,Ransomware
2020-12-09,Ransomware
2020-12-08,Unauthorized Access/Disclosure
2020-12-08,Ransomware
2020-12-08,Unauthorized Access/Disclosure
2020-12-07,Unauthorized Access/Disclosure
2020-12-07,Unauthorized Access/Disclosure
2020-12-04,Unauthorized Access/Disclosure
2020-12-04,Phishing
2020-12-04,Ransomware
2020-12-04,Unauthorized Access/Disclosure
2020-12-03,Hacking/IT Incident
2020-12-03,Ransomware
2020-12-03,Ransomware
2020-12-02,Phishing
2020-12-01,Unauthorized Access/Disclosure
2020-12-01,Theft
2020-11-30,Ransomware
2020-11-26,Unauthorized Access/Disclosure
2020-11-25,Phishing
2020-11-25,Phishing
2020-11-24,Unauthorized Access/Disclosure
2020-11-24,Unauthorized Access/Disclosure
2020-11-23,Unauthorized Access/Disclosure
2020-11-23,Unauthorized Access/Disclosure
2020-11-23,Phishing
2020-11-23,Unauthorized Access/Disclosure
2020-11-23,Phishing
2020-11-23,Unauthorized Access/Disclosure
2020-11-23,Hacking/IT Incident
2020-11-20,Ransomware
2020-11-20,Unauthorized Access/Disclosure
2020-11-20,Phishing
2020-11-20,Ransomware
2020-11-20,Ransomware
2020-11-20,Unauthorized Access/Disclosure
2020-11-20,Phishing
2020-11-20,Ransomware
2020-11-20,Theft
2020-11-20,Loss
2020-11-19,Ransomware
2020-11-19,Theft
2020-11-18,Phishing
2020-11-13,Hacking/IT Incident
2020-11-13,Phishing
2020-11-13,Hacking/IT Incident
2020-11-13,Phishing
2020-11-12,Ransomware
2020-11-12,Hacking/IT Incident
2020-11-12,Unauthorized Access/Disclosure
2020-11-12,Unauthorized Access/Disclosure
2020-11-11,Unauthorized Access/Disclosure
2020-11-11,Unauthorized Access/Disclosure
2020-11-11,Unauthorized Access/Disclosure
2020-11-11,Unauthorized Access/Disclosure
2020-11-09,Ransomware
2020-11-06,Ransomware
2020-11-06,Unauthorized Access/Disclosure
2020-11-06,Ransomware
2020-11-06,Hacking/IT Incident
2020-11-06,Phishing
2020-11-06,Improper Disposal
2020-11-06,Phishing
2020-11-05,Ransomware
2020-11-05,Unauthorized Access/Disclosure
2020-11-05,Ransomware
2020-11-04,Ransomware
2020-11-04,Ransomware
2020-11-04,Phishing
2020-11-03,Ransomware
2020-10-31,Ransomware
2020-10-30,Hacking/IT Incident
2020-10-30,Hacking/IT Incident
2020-10-30,Hacking/IT Incident
2020-10-30,Ransomware
2020-10-30,Hacking/IT Incident
2020-10-30,Hacking/IT Incident
2020-10-30,Hacking/IT Incident
2020-10-30,Phishing
2020-10-30,Ransomware
2020-10-30,Hacking/IT Incident
2020-10-30,Hacking/IT Incident
2020-10-30,Hacking/IT Incident
2020-10-30,Ransomware
2020-10-30,Theft
2020-10-30,Hacking/IT Incident
2020-10-29,Ransomware
2020-10-29,Hacking/IT Incident
2020-10-29,Hacking/IT Incident
2020-10-29,Hacking/IT Incident
2020-10-29,Hacking/IT Incident
2020-10-29,Hacking/IT Incident
2020-10-29,Hacking/IT Incident
2020-10-29,Hacking/IT Incident
2020-10-29,Unauthorized Access/Disclosure
2020-10-28,Hacking/IT Incident
2020-10-28,Hacking/IT Incident
2020-10-27,Phishing
2020-10-27,Hacking/IT Incident
2020-10-26,Ransomware
2020-10-26,Improper Disposal
2020-10-26,Unauthorized Access/Disclosure
2020-10-26,Ransomware
2020-10-23,Phishing
2020-10-23,Phishing
2020-10-23,Phishing
2020-10-23,Phishing
2020-10-22,Phishing
2020-10-22,Phishing
2020-10-22,Unauthorized Access/Disclosure
2020-10-20,Hacking/IT Incident
2020-10-20,Hacking/IT Incident
2020-10-20,Ransomware
2020-10-20,Hacking/IT Incident
2020-10-19,Phishing
2020-10-19,Ransomware
2020-10-19,Hacking/IT Incident
2020-10-19,Ransomware
2020-10-17,Phishing
2020-10-16,Phishing
2020-10-16,Phishing
2020-10-16,Unauthorized Access/Disclosure
2020-10-15,Theft
2020-10-15,Ransomware
2020-10-15,Unauthorized Access/Disclosure
2020-10-14,Ransomware
2020-10-14,Hacking
2020-10-14,Unauthorized Access/Disclosure
2020-10-13,Ransomware
2020-10-13,Phishing
2020-10-13,Theft
2020-10-13,Theft
2020-10-11,Ransomware
2020-10-09,Phishing
2020-10-09,Ransomware
2020-10-09,Ransomware
2020-10-09,Phishing
2020-10-08,Phishing
2020-10-08,Phishing
2020-10-08,Unauthorized Access/Disclosure
2020-10-07,Ransomware
2020-10-07,Unauthorized Access/Disclosure
2020-10-06,Phishing
2020-10-05,Hacking/IT Incident
2020-10-05,Unauthorized Access/Disclosure
2020-10-02,Ransomware
2020-10-02,Phishing
2020-10-02,Unauthorized Access/Disclosure
2020-10-02,Hacking/IT Incident
2020-10-02,Phishing
2020-10-02,Ransomware
2020-10-01,Ransomware
2020-09-30,Phishing
2020-09-30,Phishing
2020-09-30,Ransomware
2020-09-30,Ransomware
2020-09-30,Ransomware
2020-09-29,Unauthorized Access/Disclosure
2020-09-28,Ransomware
2020-09-28,Ransomware
2020-09-28,Phishing
2020-09-28,Phishing
2020-09-28,Phishing
2020-09-25,Phishing
2020-09-25,Phishing
2020-09-25,Ransomware
2020-09-25,Ransomware
2020-09-25,Phishing
2020-09-25,Hacking/IT Incident
2020-09-25,Phishing
2020-09-25,Ransomware
2020-09-23,Unauthorized Access/Disclosure
2020-09-23,Ransomware
2020-09-23,Theft
2020-09-23,Ransomware
2020-09-22,Unauthorized Access/Disclosure
2020-09-18,Unauthorized Access/Disclosure
2020-09-18,Theft
2020-09-18,Phishing
2020-09-17,Phishing
2020-09-17,Ransomware
2020-09-17,Unauthorized Access/Disclosure
2020-09-16,Ransomware
2020-09-16,Hacking/IT Incident
2020-09-15,Hacking/IT Incident
2020-09-15,Phishing
2020-09-15,Phishing
2020-09-15,Ransomware
2020-09-15,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Hacking/IT Incident
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-14,Hacking/IT Incident
2020-09-14,Ransomware
2020-09-14,Ransomware
2020-09-13,Ransomware
2020-09-13,Phishing
2020-09-12,Ransomware
2020-09-11,Ransomware
2020-09-11,Ransomware
2020-09-11,Ransomware
2020-09-11,Ransomware
2020-09-11,Ransomware
2020-09-11,Ransomware
2020-09-11,Ransomware
2020-09-11,Phishing
2020-09-11,Ransomware
2020-09-11,Hacking/IT Incident
2020-09-11,Ransomware
2020-09-11,Ransomware
2020-09-10,Unauthorized Access/Disclosure
2020-09-10,Ransomware
2020-09-10,Ransomware
2020-09-10,Ransomware
2020-09-10,Ransomware
2020-09-09,Phishing
2020-09-09,Hacking/IT Incident
2020-09-09,Ransomware
2020-09-09,Ransomware
2020-09-08,Ransomware
2020-09-08,Ransomware
2020-09-08,Ransomware
2020-09-08,Phishing
2020-09-08,Ransomware
2020-09-04,Phishing
2020-09-04,Improper Disposal
2020-09-04,Phishing
2020-09-04,Ransomware
2020-09-04,Unauthorized Access/Disclosure
2020-09-04,Loss
2020-09-04,Ransomware
2020-09-03,Hacking/IT Incident
2020-09-02,Theft
2020-09-02,Ransomware
2020-09-01,Ransomware
2020-09-01,Ransomware
2020-08-31,Ransomware
2020-08-28,Theft
2020-08-28,Ransomware
2020-08-28,Phishing
2020-08-27,Hacking/IT Incident
2020-08-26,Ransomware
2020-08-25,Ransomware
2020-08-25,Phishing
2020-08-25,Hacking/IT Incident
2020-08-25,Ransomware
2020-08-25,Theft
2020-08-22,Ransomware
2020-08-21,Phishing
2020-08-21,Phishing
2020-08-20,Unauthorized Access/Disclosure
2020-08-20,Ransomware
2020-08-19,Hacking/IT Incident
2020-08-18,Phishing
2020-08-18,Ransomware
2020-08-17,Phishing
2020-08-17,Ransomware
2020-08-17,Loss
2020-08-14,Ransomware
2020-08-14,Hacking/IT Incident
2020-08-14,Phishing
2020-08-14,Unauthorized Access/Disclosure
2020-08-14,Ransomware
2020-08-13,Unauthorized Access/Disclosure
2020-08-13,Unauthorized Access/Disclosure
2020-08-11,Unauthorized Access/Disclosure
2020-08-10,Unauthorized Access/Disclosure
2020-08-07,Unauthorized Access/Disclosure
2020-08-07,Phishing
2020-08-06,Phishing
2020-08-04,Ransomware
2020-08-03,Ransomware
2020-08-03,Theft
2020-08-03,Ransomware
2020-08-03,Loss
2020-07-31,Hacking/IT Incident
2020-07-31,Unauthorized Access/Disclosure
2020-07-31,Hacking/IT Incident
2020-07-30,Phishing
2020-07-30,Ransomware
2020-07-29,Theft
2020-07-29,Phishing
2020-07-28,Phishing
2020-07-27,Hacking/IT Incident
2020-07-27,Ransomware
2020-07-27,Malware
2020-07-24,Phishing
2020-07-24,Theft
2020-07-24,Phishing
2020-07-24,Unauthorized Access/Disclosure
2020-07-24,Theft
2020-07-24,Loss
2020-07-20,Ransomware
2020-07-20,Phishing
2020-07-20,Unauthorized Access/Disclosure
2020-07-17,Phishing
2020-07-17,Unauthorized Access/Disclosure
2020-07-17,Hacking/IT Incident
2020-07-16,Hacking/IT Incident
2020-07-16,Hacking/IT Incident
2020-07-16,Unauthorized Access/Disclosure
2020-07-16,Unauthorized Access/Disclosure
2020-07-16,Phishing
2020-07-15,Ransomware
2020-07-15,Unauthorized Access/Disclosure
2020-07-14,Theft
2020-07-14,Ransomware
2020-07-10,Hacking/IT Incident
2020-07-10,Theft
2020-07-09,Ransomware
2020-07-08,Hacking/IT Incident
2020-07-06,Hacking/IT Incident
2020-07-06,Phishing
2020-07-02,Phishing
2020-07-02,Unauthorized Access/Disclosure
2020-07-01,Hacking/IT Incident
2020-07-01,Ransomware
2020-06-30,Unauthorized Access/Disclosure
2020-06-30,Hacking/IT Incident
2020-06-29,Phishing
2020-06-29,Ransomware
2020-06-29,Unauthorized Access/Disclosure
2020-06-26,Phishing
2020-06-26,Phishing
2020-06-26,Phishing
2020-06-26,Hacking/IT Incident
2020-06-25,Ransomware
2020-06-25,Phishing
2020-06-24,Unauthorized Access/Disclosure
2020-06-23,Phishing
2020-06-23,Unauthorized Access/Disclosure
2020-06-22,Phishing
2020-06-19,Phishing
2020-06-19,Unauthorized Access/Disclosure
2020-06-19,Ransomware
2020-06-19,Hacking/IT Incident
2020-06-18,Phishing
2020-06-18,Hacking
2020-06-18,Ransomware
2020-06-18,Hacking/IT Incident
2020-06-17,Ransomware
2020-06-16,Ransomware
2020-06-16,Unauthorized Access/Disclosure
2020-06-16,Ransomware
2020-06-15,Phishing
2020-06-15,Phishing
2020-06-15,Phishing
2020-06-15,Ransomware
2020-06-12,Phishing
2020-06-12,Ransomware
2020-06-12,Ransomware
2020-06-12,Ransomware
2020-06-12,Theft
2020-06-12,Ransomware
2020-06-12,Unauthorized Access/Disclosure
2020-06-12,Phishing
2020-06-12,Ransomware
2020-06-12,Ransomware
2020-06-12,Ransomware
2020-06-12,Ransomware
2020-06-12,Ransomware
2020-06-12,Ransomware
2020-06-12,Phishing
2020-06-11,Phishing
2020-06-11,Phishing
2020-06-08,Ransomware
2020-06-08,Phishing
2020-06-07,Loss
2020-06-05,Unauthorized Access/Disclosure
2020-06-05,Phishing
2020-06-04,Theft
2020-06-02,Unauthorized Access/Disclosure
2020-06-02,Theft
2020-06-01,Phishing
2020-06-01,Phishing
2020-06-01,Unauthorized Access/Disclosure
2020-05-29,Loss
2020-05-29,Unauthorized Access/Disclosure
2020-05-29,Unauthorized Access/Disclosure
2020-05-29,Hacking/IT Incident
2020-05-29,Improper Disposal
2020-05-28,Improper Disposal
2020-05-28,Improper Disposal
2020-05-28,Improper Disposal
2020-05-28,Improper Disposal
2020-05-28,Improper Disposal
2020-05-28,Improper Disposal
2020-05-24,Ransomware
2020-05-22,Hacking/IT Incident
2020-05-22,Unauthorized Access/Disclosure
2020-05-22,Phishing
2020-05-18,Hacking/IT Incident
2020-05-18,Unauthorized Access/Disclosure
2020-05-18,Unauthorized Access/Disclosure
2020-05-15,Ransomware
2020-05-13,Unauthorized Access/Disclosure
2020-05-12,Improper Disposal
2020-05-11,Phishing
2020-05-08,Phishing
2020-05-08,Phishing
2020-05-08,Unauthorized Access/Disclosure
2020-05-07,Ransomware
2020-05-05,Hacking/IT Incident
2020-05-05,Unauthorized Access/Disclosure
2020-05-05,Phishing
2020-05-04,Phishing
2020-05-04,Unauthorized Access/Disclosure
2020-05-04,Phishing
2020-04-30,Unauthorized Access/Disclosure
2020-04-30,Unauthorized Access/Disclosure
2020-04-27,Unauthorized Access/Disclosure
2020-04-27,Unauthorized Access/Disclosure
2020-04-27,Unauthorized Access/Disclosure
2020-04-27,Unauthorized Access/Disclosure
2020-04-27,Unauthorized Access/Disclosure
2020-04-27,Unauthorized Access/Disclosure
2020-04-27,Phishing
2020-04-27,Unauthorized Access/Disclosure
2020-04-26,Hacking/IT Incident
2020-04-24,Ransomware
2020-04-24,Hacking/IT Incident
2020-04-23,Unauthorized Access/Disclosure
2020-04-22,Phishing
2020-04-20,Unauthorized Access/Disclosure
2020-04-17,Phishing
2020-04-17,Phishing
2020-04-17,Theft
2020-04-17,Hacking/IT Incident
2020-04-16,Unauthorized Access/Disclosure
2020-04-16,Phishing
2020-04-15,Unauthorized Access/Disclosure
2020-04-15,Unauthorized Access/Disclosure
2020-04-13,Phishing
2020-04-13,Phishing
2020-04-10,Phishing
2020-04-10,Unauthorized Access/Disclosure
2020-04-10,Phishing
2020-04-10,Loss
2020-04-10,Phishing
2020-04-10,Phishing
2020-04-10,Ransomware
2020-04-07,Phishing
2020-04-07,Unauthorized Access/Disclosure
2020-04-07,Phishing
2020-04-07,Hacking/IT Incident
2020-04-07,Phishing
2020-04-06,Phishing
2020-04-03,Theft
2020-04-03,Phishing
2020-03-31,Phishing
2020-03-31,Hacking/IT Incident
2020-03-31,Ransomware
2020-03-30,Hacking/IT Incident
2020-03-30,Ransomware
2020-03-27,Ransomware
2020-03-27,Ransomware
2020-03-27,Unauthorized Access/Disclosure
2020-03-27,Ransomware
2020-03-26,Unauthorized Access/Disclosure
2020-03-26,Theft
2020-03-25,Hacking/IT Incident
2020-03-25,Unauthorized Access/Disclosure
2020-03-23,Theft
2020-03-23,Theft
2020-03-23,Unauthorized Access/Disclosure
2020-03-22,Hacking/IT Incident
2020-03-21,Hacking/IT Incident
2020-03-20,Loss
2020-03-20,Phishing
2020-03-20,Phishing
2020-03-20,Unauthorized Access/Disclosure
2020-03-19,Loss
2020-03-18,Unauthorized Access/Disclosure
2020-03-17,Unauthorized Access/Disclosure
2020-03-17,Ransomware
2020-03-17,Phishing
2020-03-17,Hacking/IT Incident
2020-03-16,Phishing
2020-03-14,Theft
2020-03-13,Ransomware
2020-03-13,Unauthorized Access/Disclosure
2020-03-13,Unauthorized Access/Disclosure
2020-03-13,Phishing
2020-03-13,Theft
2020-03-11,Hacking/IT Incident
2020-03-11,Malware
2020-03-06,Theft
2020-03-06,Unauthorized Access/Disclosure
2020-03-06,Hacking/IT Incident
2020-03-04,Hacking/IT Incident
2020-03-02,Theft
2020-02-28,Hacking/IT Incident
2020-02-28,Unauthorized Access/Disclosure
2020-02-28,Phishing
2020-02-28,Unauthorized Access/Disclosure
2020-02-27,Unauthorized Access/Disclosure
2020-02-27,Unauthorized Access/Disclosure
2020-02-27,Loss
2020-02-27,Phishing
2020-02-26,Hacking/IT Incident
2020-02-25,Hacking/IT Incident
2020-02-24,Phishing
2020-02-22,Unauthorized Access/Disclosure
2020-02-21,Unauthorized Access/Disclosure
2020-02-21,Phishing
2020-02-20,Unauthorized Access/Disclosure
2020-02-20,Phishing
2020-02-19,Unauthorized Access/Disclosure
2020-02-18,Ransomware
2020-02-17,Phishing
2020-02-17,Phishing
2020-02-17,Theft
2020-02-17,Phishing
2020-02-16,Hacking/IT Incident
2020-02-14,Phishing
2020-02-14,Phishing
2020-02-14,Phishing
2020-02-14,Phishing
2020-02-14,Phishing
2020-02-14,Phishing
2020-02-13,Phishing
2020-02-13,Improper Disposal
2020-02-12,Loss
2020-02-12,Improper Disposal
2020-02-12,Hacking/IT Incident
2020-02-11,Phishing
2020-02-10,Unauthorized Access/Disclosure
2020-02-08,Phishing
2020-02-07,Phishing
2020-02-07,Phishing
2020-02-07,Phishing
2020-02-07,Phishing
2020-02-07,Ransomware
2020-02-06,Unauthorized Access/Disclosure
2020-02-05,Theft
2020-02-04,Hacking/IT Incident
2020-02-03,Theft
2020-02-03,Phishing
2020-01-31,Unauthorized Access/Disclosure
2020-01-31,Phishing
2020-01-31,Hacking/IT Incident
2020-01-31,Theft
2020-01-31,Phishing
2020-01-31,Unauthorized Access/Disclosure
2020-01-30,Theft
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-28,Hacking/IT Incident
2020-01-28,Ransomware
2020-01-28,Ransomware
2020-01-27,Improper Disposal
2020-01-24,Unauthorized Access/Disclosure
2020-01-24,Unauthorized Access/Disclosure
2020-01-24,Phishing
2020-01-24,Unauthorized Access/Disclosure
2020-01-24,Phishing
2020-01-24,Phishing
2020-01-24,Ransomware
2020-01-22,Phishing
2020-01-22,Unauthorized Access/Disclosure
2020-01-21,Phishing
2020-01-17,Unauthorized Access/Disclosure
2020-01-17,Hacking/IT Incident
2020-01-17,Improper Disposal
2020-01-14,Phishing
2020-01-14,Phishing
2020-01-10,Hacking/IT Incident
2020-01-10,Phishing
2020-01-08,Phishing
2020-01-06,Phishing
2020-01-06,Unauthorized Access/Disclosure
2020-01-03,Phishing
2020-01-03,Phishing
2020-01-02,Unauthorized Access/Disclosure
2019-12-31,Phishing
2019-12-30,Hacking/IT Incident
2019-12-26,Ransomware
2019-12-26,Unauthorized Access/Disclosure
2019-12-26,Ransomware
2019-12-24,Phishing
2019-12-20,Ransomware
2019-12-19,Hacking/IT Incident
2019-12-17,Unauthorized Access/Disclosure
2019-12-16,Improper Disposal
2019-12-16,Unauthorized Access/Disclosure
2019-12-16,Unauthorized Access/Disclosure
2019-12-16,Unauthorized Access/Disclosure
2019-12-16,Loss
2019-12-16,Unauthorized Access/Disclosure
2019-12-13,Unauthorized Access/Disclosure
2019-12-13,Phishing
2019-12-13,Phishing
2019-12-13,Unauthorized Access/Disclosure
2019-12-13,Theft
2019-12-13,Loss
2019-12-13,Phishing
2019-12-12,Unauthorized Access/Disclosure
2019-12-12,Phishing
2019-12-10,Phishing
2019-12-09,Phishing
2019-12-09,Unauthorized Access/Disclosure
2019-12-08,Unauthorized Access/Disclosure
2019-12-06,Phishing
2019-12-06,Theft
2019-12-06,Phishing
2019-12-06,Hacking/IT Incident
2019-12-06,Phishing
2019-12-05,Theft
2019-12-05,Phishing
2019-12-05,Phishing
2019-12-03,Phishing
2019-12-03,Hacking/IT Incident
2019-12-03,Phishing
2019-12-02,Unauthorized Access/Disclosure
2019-12-02,Phishing
2019-11-30,Phishing
2019-11-29,Theft
2019-11-28,Phishing
2019-11-27,Phishing
2019-11-27,Unauthorized Access/Disclosure
2019-11-26,Phishing
2019-11-25,Hacking/IT Incident
2019-11-25,Phishing
2019-11-25,Hacking/IT Incident
2019-11-22,Theft
2019-11-22,Theft
2019-11-22,Hacking/IT Incident
2019-11-22,Hacking/IT Incident
2019-11-21,Phishing
2019-11-21,Hacking/IT Incident
2019-11-21,Unauthorized Access/Disclosure
2019-11-20,Hacking/IT Incident
2019-11-18,Phishing
2019-11-18,Unauthorized Access/Disclosure
2019-11-15,Phishing
2019-11-14,Unauthorized Access/Disclosure
2019-11-14,Phishing
2019-11-13,Hacking/IT Incident
2019-11-13,Hacking/IT Incident
2019-11-12,Ransomware
2019-11-12,Phishing
2019-11-11,Phishing
2019-11-08,Phishing
2019-11-08,Unauthorized Access/Disclosure
2019-11-08,Phishing
2019-11-07,Unauthorized Access/Disclosure
2019-11-07,Unauthorized Access/Disclosure
2019-11-01,Malware
2019-11-01,Unauthorized Access/Disclosure
2019-11-01,Theft
2019-11-01,Hacking/IT Incident
2019-10-28,Hacking/IT Incident
2019-10-28,Hacking/IT Incident
2019-10-25,Unauthorized Access/Disclosure
2019-10-25,Hacking/IT Incident
2019-10-25,Unauthorized Access/Disclosure
2019-10-25,Hacking/IT Incident
2019-10-25,Loss
2019-10-25,Loss
2019-10-24,Hacking/IT Incident
2019-10-24,Theft
2019-10-24,Ransomware
2019-10-23,Phishing
2019-10-22,Phishing
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-22,Unauthorized Access/Disclosure
2019-10-21,Phishing
2019-10-18,Unauthorized Access/Disclosure
2019-10-18,Unauthorized Access/Disclosure
2019-10-17,Unauthorized Access/Disclosure
2019-10-17,Unauthorized Access/Disclosure
2019-10-17,Phishing
2019-10-17,Loss
2019-10-16,Unauthorized Access/Disclosure
2019-10-16,Phishing
2019-10-14,Phishing
2019-10-14,Improper Disposal
2019-10-11,Ransomware
2019-10-11,Hacking/IT Incident
2019-10-11,Theft
2019-10-09,Ransomware
2019-10-07,Hacking/IT Incident
2019-10-07,Unauthorized Access/Disclosure
2019-10-04,Ransomware
2019-10-04,Phishing
2019-10-04,Unauthorized Access/Disclosure
2019-10-04,Unauthorized Access/Disclosure
2019-10-03,Unauthorized Access/Disclosure
2019-10-03,Phishing
2019-10-02,Unauthorized Access/Disclosure
2019-10-01,Unauthorized Access/Disclosure
2019-09-30,Phishing
2019-09-30,Phishing
2019-09-30,Ransomware
2019-09-27,Hacking/IT Incident
2019-09-27,Phishing
2019-09-27,Phishing
2019-09-27,Phishing
2019-09-26,Phishing
2019-09-25,Ransomware
2019-09-19,Loss
2019-09-19,Unauthorized Access/Disclosure
2019-09-18,Unauthorized Access/Disclosure
2019-09-18,Ransomware
2019-09-18,Unauthorized Access/Disclosure
2019-09-17,Unauthorized Access/Disclosure
2019-09-17,Phishing
2019-09-17,Phishing
2019-09-16,Ransomware
2019-09-16,Phishing
2019-09-13,Ransomware
2019-09-13,Phishing
2019-09-13,Ransomware
2019-09-12,Unauthorized Access/Disclosure
2019-09-12,Ransomware
2019-09-12,Ransomware
2019-09-12,Phishing
2019-09-11,Hacking/IT Incident
2019-09-10,Hacking/IT Incident
2019-09-09,Phishing
2019-09-08,Ransomware
2019-09-07,Hacking/IT Incident
2019-09-06,Theft
2019-09-06,Hacking/IT Incident
2019-09-06,Unauthorized Access/Disclosure
2019-09-06,Theft
2019-09-06,Unauthorized Access/Disclosure
2019-09-06,Unauthorized Access/Disclosure
2019-09-04,Phishing
2019-09-03,Phishing
2019-08-30,Phishing
2019-08-29,Phishing
2019-08-29,Phishing
2019-08-27,Phishing
2019-08-26,Hacking/IT Incident
2019-08-23,Phishing
2019-08-23,Unauthorized Access/Disclosure
2019-08-23,Hacking/IT Incident
2019-08-23,Phishing
2019-08-23,Phishing
2019-08-22,Phishing
2019-08-22,Unauthorized Access/Disclosure
2019-08-22,Ransomware
2019-08-21,Unauthorized Access/Disclosure
2019-08-19,Theft
2019-08-19,Unauthorized Access/Disclosure
2019-08-19,Loss
2019-08-16,Phishing
2019-08-16,Ransomware
2019-08-16,Ransomware
2019-08-16,Phishing
2019-08-15,Phishing
2019-08-15,Phishing
2019-08-15,Phishing
2019-08-15,Unauthorized Access/Disclosure
2019-08-15,Unauthorized Access/Disclosure
2019-08-13,Hacking/IT Incident
2019-08-12,Ransomware
2019-08-11,Unauthorized Access/Disclosure
2019-08-11,Unauthorized Access/Disclosure
2019-08-09,Phishing
2019-08-09,Loss
2019-08-09,Phishing
2019-08-09,Loss
2019-08-09,Ransomware
2019-08-09,Ransomware
2019-08-09,Phishing
2019-08-09,Unauthorized Access/Disclosure
2019-08-09,Theft
2019-08-08,Unauthorized Access/Disclosure
2019-08-08,Unauthorized Access/Disclosure
2019-08-08,Unauthorized Access/Disclosure
2019-08-07,Phishing
2019-08-06,Hacking/IT Incident
2019-08-06,Ransomware
2019-08-05,Hacking/IT Incident
2019-08-02,Hacking/IT Incident
2019-08-02,Phishing
2019-08-02,Hacking/IT Incident
2019-08-02,Phishing
2019-07-30,Hacking/IT Incident
2019-07-26,Hacking/IT Incident
2019-07-26,Loss
2019-07-26,Phishing
2019-07-26,Phishing
2019-07-25,Hacking/IT Incident
2019-07-25,Hacking/IT Incident
2019-07-25,Hacking/IT Incident
2019-07-25,Hacking/IT Incident
2019-07-25,Hacking/IT Incident
2019-07-25,Hacking/IT Incident
2019-07-25,Hacking/IT Incident
2019-07-25,Phishing
2019-07-25,Theft
2019-07-25,Phishing
2019-07-25,Hacking/IT Incident
2019-07-23,Phishing
2019-07-23,Improper Disposal
2019-07-19,Loss
2019-07-19,Ransomware
