uniqser,Date,RansomWare,Malware,DoS,Hacking,Impersonation,Phishing,UnauthorisedAccess,UnauthorisedAccessExternal,Other,UnauthorisedAccessTudents,MiTM,AccountTakeOver
1542,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,,,,,
1543,2017-01-01 00:00:00,,,,,,,,,,,,
1544,2017-01-01 00:00:00,,,,,,,,,,,,
1545,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1546,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1547,2017-01-01 00:00:00,,,,,,,,,,,,
1548,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1549,2017-01-01 00:00:00,,,,,,,,,,,,
1550,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,Any other types of cyber security breaches or attacks,,,
1551,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1552,2017-01-01 00:00:00,,,,,,,,,,,,
1553,2017-01-01 00:00:00,,,,,,,,,,,,
1554,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1555,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1556,2017-01-01 00:00:00,,,,,,,,,,,,
1557,2017-01-01 00:00:00,,,,,,,,,,,,
1558,2017-01-01 00:00:00,,,,,,,,,,,,
1559,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1560,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1561,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1562,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,"Unauthorised accessing of files or networks by staff, even if accidental",,,,,
1563,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1564,2017-01-01 00:00:00,,,,,,,,,,,,
1565,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1566,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,,,,,,,
1567,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1568,2017-01-01 00:00:00,,,,,,,,,,,,
1569,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1570,2017-01-01 00:00:00,,,,,,,,,,,,
1571,2017-01-01 00:00:00,,,,,,,,,,,,
1572,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
1573,2017-01-01 00:00:00,,,,,,,,,,,,
1574,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1575,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1576,2017-01-01 00:00:00,,,,,,,,,,,,
1577,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1578,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,,,,,,,
1579,2017-01-01 00:00:00,,,,,,,,,,,,
1580,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1581,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1582,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1583,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1584,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1585,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1586,2017-01-01 00:00:00,,,,,,,,,,,,
1587,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1588,2017-01-01 00:00:00,,,,,,,,,,,,
1589,2017-01-01 00:00:00,,,,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
1590,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1591,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,,,,,
1592,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1593,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1594,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
1595,2017-01-01 00:00:00,,,,,,,,,,,,
1596,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1597,2017-01-01 00:00:00,,,,,,,,,,,,
1598,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1599,2017-01-01 00:00:00,,,,,,,,,,,,
1600,2017-01-01 00:00:00,,,,,,,,,,,,
1601,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1602,2017-01-01 00:00:00,,,,,,,,,,,,
1603,2017-01-01 00:00:00,,,,,,,,,,,,
1604,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1605,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1606,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1607,2017-01-01 00:00:00,,,,,,,,,,,,
1608,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,,,,,,,
1609,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1610,2017-01-01 00:00:00,,,,,,,,,,,,
1611,2017-01-01 00:00:00,,,,,,,,,,,,
1612,2017-01-01 00:00:00,,,,,,,,,,,,
1613,2017-01-01 00:00:00,,,,,,,,,,,,
1614,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1615,2017-01-01 00:00:00,,,,,,,,,,,,
1616,2017-01-01 00:00:00,,,,,,,,,,,,
1617,2017-01-01 00:00:00,,,,,,,,,,,,
1618,2017-01-01 00:00:00,,,,,,,,,,,,
1619,2017-01-01 00:00:00,,,,,,,,,,,,
1620,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1621,2017-01-01 00:00:00,,,,,,,,,,,,
1622,2017-01-01 00:00:00,,,,,,,,,,,,
1623,2017-01-01 00:00:00,,,,,,,,,,,,
1624,2017-01-01 00:00:00,,,,,,,,,,,,
1625,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1626,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1627,2017-01-01 00:00:00,,,,,,,,,,,,
1628,2017-01-01 00:00:00,,,,,,,,,,,,
1629,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
1630,2017-01-01 00:00:00,,,,,,,,,,,,
1631,2017-01-01 00:00:00,,,,,,,,,,,,
1632,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,Any other types of cyber security breaches or attacks,,,
1633,2017-01-01 00:00:00,,,,,,,,,,,,
1634,2017-01-01 00:00:00,,,,,,,,,,,,
1635,2017-01-01 00:00:00,,,,,,,,,,,,
1636,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1637,2017-01-01 00:00:00,,,,,,,,,,,,
1638,2017-01-01 00:00:00,,,,,,,,,,,,
1639,2017-01-01 00:00:00,,,,,,,,,,,,
1640,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1641,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1642,2017-01-01 00:00:00,,,,,,,,,,,,
1643,2017-01-01 00:00:00,,,,,,,,,,,,
1644,2017-01-01 00:00:00,,,,,,,,,,,,
1645,2017-01-01 00:00:00,,,,,,,,,,,,
1646,2017-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1647,2017-01-01 00:00:00,,,,,,,,,,,,
1648,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,People impersonating your organisation in emails or online,,,,,,,
1649,2017-01-01 00:00:00,,,,,,,,,,,,
1650,2017-01-01 00:00:00,,,,,,,,,,,,
1651,2017-01-01 00:00:00,,,,,,,,,,,,
1652,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1653,2017-01-01 00:00:00,,,,,,,,,,,,
1654,2017-01-01 00:00:00,,,,,,,,,,,,
1655,2017-01-01 00:00:00,,,,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1656,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1657,2017-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",,Any other types of cyber security breaches or attacks,,,
1658,2017-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
1659,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
1660,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1661,2017-01-01 00:00:00,,,,,,,,,,,,
1662,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1663,2017-01-01 00:00:00,,,,,,,,,,,,
1664,2017-01-01 00:00:00,,,,,,,,,,,,
1665,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1666,2017-01-01 00:00:00,,,,,,,,,,,,
1667,2017-01-01 00:00:00,,,,,,,,,,,,
1668,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1669,2017-01-01 00:00:00,,,,,,,,,,,,
1670,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
1671,2017-01-01 00:00:00,,,,,,,,,,,,
1672,2017-01-01 00:00:00,,,,,,,,,,,,
1673,2017-01-01 00:00:00,,,,,,,,,,,,
1674,2017-01-01 00:00:00,,,,,,,,,,,,
1675,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1676,2017-01-01 00:00:00,,,,,,,,,,,,
1677,2017-01-01 00:00:00,,,,,,,,,,,,
1678,2017-01-01 00:00:00,,,,,,,,,,,,
1679,2017-01-01 00:00:00,,,,,,,,,,,,
1680,2017-01-01 00:00:00,,,,,,,,,,,,
1681,2017-01-01 00:00:00,,,,,,,,,,,,
1682,2017-01-01 00:00:00,,,,,,,,,,,,
1683,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
1684,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1685,2017-01-01 00:00:00,,,,,,,,,,,,
1686,2017-01-01 00:00:00,,,,,,,,,,,,
1687,2017-01-01 00:00:00,,,,,,,,,,,,
1688,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1689,2017-01-01 00:00:00,,,,,,,,,,,,
1690,2017-01-01 00:00:00,,,,,,,,,,,,
1691,2017-01-01 00:00:00,,,,,,,,,,,,
1692,2017-01-01 00:00:00,,,,,,,,,,,,
1693,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1694,2017-01-01 00:00:00,,,,,,,,,,,,
1695,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,,Phishing attacks,,,,,,
1696,2017-01-01 00:00:00,,,,,,,,,,,,
1697,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1698,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1699,2017-01-01 00:00:00,,,,,,,,,,,,
1700,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1701,2017-01-01 00:00:00,,,,,,,,,,,,
1702,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1703,2017-01-01 00:00:00,,,,,,,,,,,,
1704,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1705,2017-01-01 00:00:00,,,,,,,,,Any other types of cyber security breaches or attacks,,,
1706,2017-01-01 00:00:00,,,,,,,,,,,,
1707,2017-01-01 00:00:00,,,,,,,,,,,,
1708,2017-01-01 00:00:00,,,,,,,,,,,,
1709,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1710,2017-01-01 00:00:00,,,,,,,,,,,,
1711,2017-01-01 00:00:00,,,,,,,,,,,,
1712,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
1713,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1714,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1715,2017-01-01 00:00:00,,,,,,,,,,,,
1716,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1717,2017-01-01 00:00:00,,,,,,,,,,,,
1718,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1719,2017-01-01 00:00:00,,,,,,,,,,,,
1720,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1721,2017-01-01 00:00:00,,,,,,,,,,,,
1722,2017-01-01 00:00:00,,,,,,,,,,,,
1723,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1724,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
1725,2017-01-01 00:00:00,,,,,,,,,,,,
1726,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
1727,2017-01-01 00:00:00,,,,,,,,,,,,
1728,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,
1729,2017-01-01 00:00:00,,,,,,,,,,,,
1730,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1731,2017-01-01 00:00:00,,,,,,,,,,,,
1732,2017-01-01 00:00:00,,,,,,,,,,,,
1733,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
1734,2017-01-01 00:00:00,,,,,,,,,,,,
1735,2017-01-01 00:00:00,,,,,,,,,,,,
1736,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1737,2017-01-01 00:00:00,,,,,,,,,,,,
1738,2017-01-01 00:00:00,,,,Hacking or attempted hacking of online bank accounts,,,,,,,,
1739,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1740,2017-01-01 00:00:00,,,,,,,,,,,,
1741,2017-01-01 00:00:00,,,,,,,,,,,,
1742,2017-01-01 00:00:00,,,,,,,,,,,,
1743,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1744,2017-01-01 00:00:00,,,,,,,,,,,,
1745,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1746,2017-01-01 00:00:00,,,,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1747,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1748,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,Any other types of cyber security breaches or attacks,,,
1749,2017-01-01 00:00:00,,,,,,,,,,,,
1750,2017-01-01 00:00:00,,,,,,,,,,,,
1751,2017-01-01 00:00:00,,,,,,,,,,,,
1752,2017-01-01 00:00:00,,,,,,,,,,,,
1753,2017-01-01 00:00:00,,,,,,,,,,,,
1754,2017-01-01 00:00:00,,,,,,,,,,,,
1755,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1756,2017-01-01 00:00:00,,,,,,,,,,,,
1757,2017-01-01 00:00:00,,,,,,,,,,,,
1758,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1759,2017-01-01 00:00:00,,,,,,,,,,,,
1760,2017-01-01 00:00:00,,,,,,,,,,,,
1761,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,,,,,,,
1762,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1763,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1764,2017-01-01 00:00:00,,,,,,,,,,,,
1765,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),Denial of service attacks,,,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,
1766,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1767,2017-01-01 00:00:00,,,,,,,,,,,,
1768,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1769,2017-01-01 00:00:00,,,Denial of service attacks,,,,,Unauthorised accessing of files or network by people outside your organisation,,,,
1770,2017-01-01 00:00:00,,,,,,,,,,,,
1771,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1772,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1773,2017-01-01 00:00:00,,,,,,,,,,,,
1774,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1775,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1776,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1777,2017-01-01 00:00:00,,,,,,,,,,,,
1778,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1779,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1780,2017-01-01 00:00:00,,,,,,,,,,,,
1781,2017-01-01 00:00:00,,,,,,,,,,,,
1782,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1783,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,,,,,,,
1784,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1785,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
1786,2017-01-01 00:00:00,,,,,,,,,,,,
1787,2017-01-01 00:00:00,,,,,,,,,,,,
1788,2017-01-01 00:00:00,,,,,,,,,,,,
1789,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
1790,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1791,2017-01-01 00:00:00,,,,,,,,,,,,
1792,2017-01-01 00:00:00,,,,,,,,,,,,
1793,2017-01-01 00:00:00,,,,,,,,,,,,
1794,2017-01-01 00:00:00,Computers becoming infected with ransomware,Computers becoming infected with other malware (e.g. viruses or spyware),,Hacking or attempted hacking of online bank accounts,,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1795,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1796,2017-01-01 00:00:00,,,,,,,,,,,,
1797,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,Any other types of cyber security breaches or attacks,,,
1798,2017-01-01 00:00:00,,,,,,,,,,,,
1799,2017-01-01 00:00:00,,,,,,,,,,,,
1800,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,,,,,,,
1801,2017-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
1802,2017-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1803,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1804,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1805,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1806,2017-01-01 00:00:00,,,,,,,,,,,,
1807,2017-01-01 00:00:00,,,,,,,,,,,,
1808,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1809,2017-01-01 00:00:00,,,Denial of service attacks,,,Phishing attacks,,,,,,
1810,2017-01-01 00:00:00,,,,,,,,,,,,
1811,2017-01-01 00:00:00,,,,,,,,,,,,
1812,2017-01-01 00:00:00,,,,,,,,,,,,
1813,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1814,2017-01-01 00:00:00,,,,,,,,,,,,
1815,2017-01-01 00:00:00,,,,,,,,,,,,
1816,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1817,2017-01-01 00:00:00,,,,,,,,,,,,
1818,2017-01-01 00:00:00,,,,,,,,,,,,
1819,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1820,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1821,2017-01-01 00:00:00,,,,,,,,,,,,
1822,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1823,2017-01-01 00:00:00,,,,,,,,,,,,
1824,2017-01-01 00:00:00,,,,,,,,,,,,
1825,2017-01-01 00:00:00,,,,,,,,,,,,
1826,2017-01-01 00:00:00,,,,,,,,,,,,
1827,2017-01-01 00:00:00,,,,,,,,,,,,
1828,2017-01-01 00:00:00,,,,,,,,,,,,
1829,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1830,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1831,2017-01-01 00:00:00,,,,,,,,,,,,
1832,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1833,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1834,2017-01-01 00:00:00,,,,,,,,,,,,
1835,2017-01-01 00:00:00,,,,,,,,,,,,
1836,2017-01-01 00:00:00,,,,,,,,,,,,
1837,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1838,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1839,2017-01-01 00:00:00,,,,,,,,,,,,
1840,2017-01-01 00:00:00,,,,,,,,,,,,
1841,2017-01-01 00:00:00,,,,,,,,,,,,
1842,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,,,,,,,
1843,2017-01-01 00:00:00,,,,,,,,,,,,
1844,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1845,2017-01-01 00:00:00,,,,,,,,,,,,
1846,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1847,2017-01-01 00:00:00,,,,,,,,,,,,
1848,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1849,2017-01-01 00:00:00,,,,,,,,,,,,
1850,2017-01-01 00:00:00,,,,,,,,,,,,
1851,2017-01-01 00:00:00,,,,,,,,,,,,
1852,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1853,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1854,2017-01-01 00:00:00,,,,,People impersonating your organisation in emails or online,Phishing attacks,,,,,,
1855,2017-01-01 00:00:00,,,Denial of service attacks,,People impersonating your organisation in emails or online,Phishing attacks,"Unauthorised accessing of files or networks by staff, even if accidental",Unauthorised accessing of files or network by people outside your organisation,,,,
1856,2017-01-01 00:00:00,,,,,,,,,,,,
1857,2017-01-01 00:00:00,,,,,,,,,,,,
1858,2017-01-01 00:00:00,,,,,,,,,,,,
1859,2017-01-01 00:00:00,,,,,,,,,,,,
1860,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,,Phishing attacks,,,,,,
1861,2017-01-01 00:00:00,,,,,,,,,,,,
1862,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1863,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1864,2017-01-01 00:00:00,,,,,,,,,,,,
1865,2017-01-01 00:00:00,,,,,,,,,,,,
1866,2017-01-01 00:00:00,,,,,,,,,,,,
1867,2017-01-01 00:00:00,,,,,,,,,,,,
1868,2017-01-01 00:00:00,,Computers becoming infected with other malware (e.g. viruses or spyware),,,,Phishing attacks,,,,,,
1869,2017-01-01 00:00:00,,,,,,Phishing attacks,,,,,,
1870,2017-01-01 00:00:00,Computers becoming infected with ransomware,,,,People impersonating your organisation in emails or online,Phishing attacks,,Unauthorised accessing of files or network by people outside your organisation,,,,
1871,2017-01-01 00:00:00,,,,,,,,,,,,
